hip,ra,dec,mag,bv,name,designation
93718,286.2411,31.7441,5.63,1.55,,
97871,298.3281,-3.1145,5.63,0.23,,
100907,306.8927,38.4403,5.63,0.07,,
104031,316.1444,5.5029,5.63,1.65,,
105576,320.7521,-22.669,5.63,1.64,,
107575,326.8082,2.6861,5.63,0.01,,
115769,351.8125,-58.4761,5.63,0.98,,
116355,353.6592,33.4973,5.63,1.04,,
3572,11.4128,74.9881,5.64,0.08,,
5081,16.2723,14.9461,5.64,0.42,,
9621,30.9139,25.9355,5.64,0.54,,
10212,32.8378,8.5698,5.64,0.57,,
12153,39.158,12.4476,5.64,0.52,,
14439,46.5987,13.1873,5.64,1.09,,
20087,64.5967,21.5793,5.64,0.28,,
20484,65.8544,16.7773,5.64,0.31,,
22545,72.7889,48.7407,5.64,1.01,,
24914,80.0942,62.6537,5.64,1.73,,
25280,81.1187,-16.9758,5.64,-0.0,,
33804,105.2748,-25.2156,5.64,-0.17,,
35181,109.0645,-46.7745,5.64,1.44,,
36732,113.3315,-19.4125,5.64,1.12,,
37590,115.7006,-26.3513,5.64,0.99,,
44356,135.4916,-0.4827,5.64,1.16,,
47701,145.8886,29.9745,5.64,0.11,,f Leo
49865,152.7328,-8.4185,5.64,1.3,,
56319,173.2003,-40.4362,5.64,1.58,,
56518,173.8053,-47.3726,5.64,1.68,,C1 Cen
56675,174.3151,-75.8965,5.64,0.36,,Pi Cha
63916,196.4678,45.2685,5.64,1.14,,
64607,198.6303,11.3317,5.64,1.51,,
73369,224.9039,39.2653,5.64,0.34,,
75730,232.0642,-16.7165,5.64,1.54,,
76750,235.0889,-73.4467,5.64,-0.04,,κ2 Aps
81972,251.1775,-40.8397,5.64,-0.09,,
83187,255.0262,-54.5972,5.64,0.19,,
90313,276.4117,8.032,5.64,0.88,,
92768,283.5552,27.9095,5.64,1.36,,
96406,294.0069,-24.7191,5.64,0.18,,h1 Sgr
96807,295.1805,-0.6212,5.64,0.12,,
100591,305.9716,-42.4229,5.64,0.2,,κ2 Sgr
104642,317.951,59.9866,5.64,0.11,,
105854,321.5953,-37.8294,5.64,1.19,,
111068,337.5076,32.5726,5.64,-0.03,,
114948,349.2404,-62.0012,5.64,0.52,,
10305,33.1981,-2.3936,5.65,0.55,,
12247,39.4242,-3.3962,5.65,1.02,,
17932,57.5184,44.9679,5.65,0.78,,
23166,74.7557,-16.376,5.65,0.45,,
26394,84.2912,-80.4691,5.65,0.6,,Pi Men
28484,90.2049,-51.2163,5.65,0.21,,
28756,91.0844,-32.1724,5.65,-0.19,,
33077,103.3284,-19.0328,5.65,0.28,,
36168,111.7478,-23.086,5.65,-0.13,,
39213,120.3079,4.8798,5.65,0.01,,
47960,146.5984,1.7856,5.65,0.34,,
53316,163.5741,-13.758,5.65,0.83,,
62325,191.5939,9.5397,5.65,0.99,,
62500,192.1094,-27.5974,5.65,0.95,,
65522,201.4596,-70.6272,5.65,-0.02,,
65790,202.3042,10.8183,5.65,1.05,,
73284,224.6636,-27.6573,5.65,0.26,,
73540,225.4617,-83.2276,5.65,0.96,,π1 Oct
73771,226.1955,-83.0383,5.65,1.27,,π2 Oct
75043,230.0215,51.9585,5.65,0.12,,
75181,230.4506,-48.3176,5.65,0.64,,ν2 Lup
75308,230.7938,-60.6572,5.65,0.49,,
76519,234.413,69.2833,5.65,1.37,,
85290,261.4223,60.0484,5.65,0.02,,
85912,263.3451,19.2567,5.65,0.51,,
90647,277.4374,77.5471,5.65,1.19,,
94620,288.8223,21.2321,5.65,0.12,,
94720,289.1116,14.5446,5.65,-0.02,,
98470,300.0844,-33.7035,5.65,0.5,,
99747,303.5793,-52.4458,5.65,1.5,,
108699,330.2885,8.2572,5.65,1.44,,
115312,350.3146,-26.9868,5.65,0.82,,
1288,4.0369,-31.4464,5.66,1.35,,
3478,11.1091,47.864,5.66,-0.11,,
7568,24.3667,-84.7696,5.66,0.94,,
9990,32.1691,58.4236,5.66,0.59,,
17527,56.2906,24.8393,5.66,-0.06,,
17584,56.4969,45.6819,5.66,-0.08,,
18089,58.001,6.5349,5.66,0.05,,
21823,70.3505,48.3009,5.66,0.0,,
21958,70.7887,-30.7656,5.66,1.39,,
25001,80.3029,29.5699,5.66,0.06,,
32474,101.6626,-10.1074,5.66,-0.05,,
36981,114.0162,-14.4928,5.66,-0.07,,
37023,114.1318,46.1803,5.66,1.56,,
39919,122.2896,-48.6844,5.66,-0.1,,
39943,122.3689,-16.2489,5.66,-0.15,,
39957,122.3901,-56.0854,5.66,0.2,,
42372,129.5924,53.4015,5.66,0.96,,
46511,142.3027,-20.7491,5.66,1.59,,
50520,154.7711,-64.6763,5.66,0.04,,
50609,155.0696,-47.6991,5.66,1.67,,
53043,162.7959,56.5823,5.66,1.13,,
59468,182.9632,25.8703,5.66,1.4,,
60425,185.8399,-24.8407,5.66,1.15,,
67973,208.8006,-52.1608,5.66,-0.07,,
80793,247.4455,-14.5509,5.66,0.82,,
84150,258.0675,-39.5069,5.66,0.04,,
85790,262.9566,28.4075,5.66,-0.0,,
95619,291.7353,-29.7432,5.66,-0.01,,
96496,294.2639,-18.2311,5.66,1.24,,
101345,308.0987,-9.8534,5.66,0.69,,
102949,312.8677,28.2505,5.66,0.62,,
106856,324.6331,5.7717,5.66,0.27,,
107144,325.5421,1.2853,5.66,1.45,,
111809,339.7144,-33.0813,5.66,0.04,,
113562,345.0241,-25.1642,5.66,1.25,,
115908,352.2541,-63.1107,5.66,-0.14,,
116591,354.4148,-13.0602,5.66,1.02,,
655,2.0145,-33.5293,5.67,1.12,,
2383,7.6088,-48.2149,5.67,0.37,,
5493,17.5781,42.0815,5.67,0.6,,
10513,33.8693,-67.7464,5.67,1.31,,π2 Hyi
14521,46.8839,-78.9892,5.67,0.3,,
16509,53.145,-50.3786,5.67,1.1,,
18805,60.4422,9.998,5.67,0.01,,
20049,64.497,-80.214,5.67,0.84,,Delta Men
21295,68.5344,5.5686,5.67,0.06,,
24109,77.6788,46.9621,5.67,0.45,,
26064,83.3818,18.5402,5.67,-0.02,,
26197,83.7542,-6.0093,5.67,-0.23,,
28812,91.2424,5.42,5.67,1.05,,
30099,95.0176,14.6511,5.67,1.58,,
41191,126.0826,-80.9142,5.67,1.02,,
41242,126.2299,-23.1537,5.67,0.07,,
42564,130.1469,-45.1911,5.67,1.66,,
43584,133.1443,32.4742,5.67,0.22,,σ1 Cnc
47959,146.5972,11.81,5.67,1.49,,
51802,158.759,8.6504,5.67,0.06,,
54137,166.13,-47.6791,5.67,0.26,,
71783,220.2558,-36.1349,5.67,-0.08,,
74087,227.0991,26.3012,5.67,1.24,,b Boo
79399,243.0668,-28.4173,5.67,0.01,,c1 Sco
80309,245.9465,61.6965,5.67,0.96,,
80675,247.0632,-58.5998,5.67,0.01,,
89000,272.4751,3.1198,5.67,0.49,,
90968,278.3464,-38.726,5.67,-0.06,,κ2 CrA
92997,284.1877,57.8149,5.67,1.16,,
96516,294.3225,16.4628,5.67,1.01,,Epsilon Sge
98844,301.0965,-0.7093,5.67,1.3,,
102962,312.9104,-62.4293,5.67,0.2,,
104440,317.3435,-73.173,5.67,0.59,,
105703,321.1417,26.1746,5.67,0.32,,
379,1.1749,67.1664,5.68,1.05,,
10155,32.6567,19.5003,5.68,1.64,,
16290,52.4954,-78.3518,5.68,0.93,,
17309,55.579,19.7003,5.68,-0.02,,
22699,73.199,42.5866,5.68,0.12,,
25028,80.3827,-0.4165,5.68,-0.12,,
32814,102.6062,13.4132,5.68,1.33,,
32968,102.9999,23.6017,5.68,1.47,,
34473,107.1765,-70.4971,5.68,0.44,,γ1 Vol
37174,114.5759,-48.6014,5.68,0.68,,y3 Pup
41861,128.0207,-53.2119,5.68,0.58,,
44001,134.3967,15.5813,5.68,0.21,,ο2 Cnc
47187,144.2509,-25.2968,5.68,1.12,,
49220,150.704,21.9493,5.68,-0.18,,
57741,177.6137,-62.6494,5.68,0.23,,
60795,186.8963,55.7127,5.68,1.58,,
60957,187.4302,20.8961,5.68,0.09,,
61658,189.5934,1.8547,5.68,1.59,,
67231,206.6486,54.4327,5.68,-0.04,,
72154,221.3759,0.7173,5.68,-0.02,,
72488,222.3281,-24.2515,5.68,1.27,,
72524,222.4221,48.7208,5.68,0.5,,
74896,229.6021,20.5728,5.68,0.97,,
84691,259.7022,28.823,5.68,0.98,,
85930,263.4141,16.3176,5.68,1.0,,
87314,267.6183,-53.6124,5.68,-0.1,,υ1 Ara
91883,280.965,31.9266,5.68,0.36,,
92747,283.5004,-21.3598,5.68,1.21,,
97634,297.6555,40.5998,5.68,-0.06,,
98375,299.7939,23.1013,5.68,0.34,,
100754,306.4189,21.4096,5.68,0.92,,
101899,309.748,30.3343,5.68,1.09,,
102155,310.4854,41.7169,5.68,-0.11,,
103312,313.9575,47.4177,5.68,0.41,,
105497,320.5017,49.3888,5.68,1.1,,
112542,341.9282,-14.0564,5.68,-0.02,,τ1 Aqr
113657,345.2816,-50.95,5.68,1.41,,
114210,346.9391,49.2958,5.68,0.45,,
114365,347.4339,59.3327,5.68,0.32,,
114449,347.6777,17.5944,5.68,1.33,,
116495,354.097,2.1022,5.68,0.45,,
2548,8.0991,6.9555,5.69,-0.01,,
4675,15.0148,44.7132,5.69,-0.01,,
7251,23.3571,58.3273,5.69,1.44,,
7463,24.0355,-29.9073,5.69,0.34,,Tau Scl
9021,29.039,37.2518,5.69,1.06,,
13942,44.9008,-25.2741,5.69,0.43,,Zeta For
19968,64.2231,61.85,5.69,-0.12,,
25223,80.9263,-0.1598,5.69,-0.21,,
25492,81.7845,30.2086,5.69,0.17,,
31137,97.993,-58.7538,5.69,-0.06,,Mu Pic
33827,105.3392,70.8083,5.69,1.34,,
34579,107.4293,-25.231,5.69,-0.16,,
37036,114.171,-19.7023,5.69,-0.17,,
37043,114.183,-48.8302,5.69,-0.04,,y2 Pup
38427,118.0787,-14.8462,5.69,0.37,,
54255,166.4899,-27.2879,5.69,-0.07,,χ2 Hya
59831,184.0315,40.6602,5.69,1.59,,
65198,200.4235,2.0872,5.69,0.04,,
65593,201.7338,-41.4976,5.69,1.48,,
66065,203.1496,-28.6928,5.69,0.04,,
68815,211.3328,-76.7968,5.69,1.24,,Theta Aps
79072,242.117,8.5343,5.69,1.57,,
83254,255.2422,22.6321,5.69,1.33,,
84950,260.439,53.4204,5.69,1.46,,
85147,261.0045,-62.8642,5.69,-0.15,,
86011,263.6771,-32.5817,5.69,0.04,,
87158,267.1032,20.5654,5.69,0.94,,
88122,269.9842,45.5014,5.69,1.56,,
90662,277.4831,-47.2205,5.69,1.26,,
92136,281.6805,-10.125,5.69,0.58,,
92937,284.0255,18.1054,5.69,1.09,,
93393,285.3223,26.2914,5.69,-0.09,,
98633,300.4942,-13.6372,5.69,0.08,,
100357,305.298,63.9801,5.69,1.56,,
101882,309.6833,13.3151,5.69,1.51,,Theta Del
103675,315.1154,19.3296,5.69,1.59,,
104148,316.5048,-30.1251,5.69,1.05,,Delta Mic
107253,325.8569,38.2836,5.69,-0.01,,
108060,328.4058,19.6684,5.69,0.01,,
109056,331.3945,28.964,5.69,-0.05,,
194,0.6238,8.4855,5.7,0.32,,c Psc
522,1.5799,-49.0752,5.7,0.52,,
3717,11.9301,-18.0613,5.7,1.3,,
5833,18.7049,-0.9738,5.7,0.43,,
7921,25.4499,-60.7893,5.7,1.26,,
7941,25.5125,-36.8323,5.7,-0.01,,
8714,28.039,50.7928,5.7,-0.07,,
9222,29.6396,49.2044,5.7,1.0,,
15619,50.2783,3.6756,5.7,0.96,,
18262,58.5965,-40.357,5.7,0.6,,
19511,62.699,-8.8198,5.7,1.06,,
28302,89.7218,12.8083,5.7,0.87,,
29151,92.2413,2.4997,5.7,0.07,,
29860,94.3172,5.1001,5.7,0.61,,
31771,99.6647,39.3909,5.7,1.37,,
31870,99.9278,-30.4705,5.7,1.13,,
35487,109.8674,-16.3952,5.7,0.35,,
36348,112.2145,48.1839,5.7,-0.09,,
38438,118.1239,-54.3672,5.7,-0.15,,
43026,131.5103,-2.0487,5.7,1.1,,
43797,133.7991,-54.9658,5.7,0.48,,
49339,151.0873,-24.2855,5.7,0.3,,
49934,152.9436,-58.0605,5.7,-0.12,,
53699,164.8073,-33.7376,5.7,0.37,,
54487,167.2045,24.6585,5.7,0.08,,
61571,189.2431,17.0895,5.7,1.44,,
62703,192.7412,-52.7874,5.7,0.13,,
64053,196.9095,-53.4598,5.7,-0.06,,
66320,203.8804,-5.3962,5.7,0.95,,
67848,208.4626,53.7287,5.7,-0.03,,
71974,220.8065,-24.9978,5.7,0.01,,
74380,227.9903,-48.7437,5.7,0.14,,κ2 Lup
78868,241.4826,-72.4009,5.7,1.17,,
85157,261.0274,22.9603,5.7,0.23,,
95690,291.9505,-54.3253,5.7,1.41,,
95823,292.3494,-43.4452,5.7,0.21,,
97966,298.6569,-8.2273,5.7,-0.08,,
99500,302.8955,62.0785,5.7,0.53,,
99841,303.849,33.7291,5.7,0.93,,
103389,314.1972,-26.2964,5.7,0.51,,
105652,320.9951,24.2741,5.7,0.31,,
106559,323.7127,-20.0843,5.7,0.42,,
107930,328.0043,55.7967,5.7,-0.08,,
111242,338.0676,76.2264,5.7,0.02,,
117567,357.6387,-14.4015,5.7,1.49,,
88,0.2691,-48.8099,5.71,0.91,,Tau Phe
1086,3.3785,41.0354,5.71,0.33,,
5296,16.9425,-9.7856,5.71,0.45,,
14930,48.1382,-57.3215,5.71,2.42,,
16112,51.8893,-35.6813,5.71,1.28,,χ2 For
19554,62.8345,5.523,5.71,0.36,,
21278,68.478,-6.7389,5.71,-0.13,,
22860,73.7784,-16.7407,5.71,0.95,,
22881,73.8277,-16.4178,5.71,0.87,,
23668,76.3175,-26.1524,5.71,1.17,,
26345,84.1487,-6.0648,5.71,-0.21,,
28499,90.244,47.9019,5.71,-0.01,,
29234,92.4498,-22.7743,5.71,0.45,,
31564,99.0952,-18.6599,5.71,0.85,,ν1 CMa
35005,108.6359,12.1158,5.71,1.01,,
40990,125.4775,-17.5863,5.71,1.05,,
41816,127.8772,24.0811,5.71,0.33,,υ1 Cnc
43148,131.8285,-46.1554,5.71,0.55,,
48613,148.7135,-50.244,5.71,0.01,,
49363,151.1513,53.8917,5.71,0.51,,
51933,159.1349,-12.2301,5.71,0.53,,
54522,167.3295,36.3094,5.71,1.4,,
56620,174.1456,-33.5701,5.71,1.02,,
59923,184.3774,28.9372,5.71,0.16,,
60610,186.3406,-35.1864,5.71,-0.07,,x2 Cen
62541,192.2259,14.1226,5.71,0.02,,
62732,192.8249,-60.3298,5.71,0.34,,
67787,208.3039,17.9329,5.71,0.84,,
73536,225.4538,-0.1403,5.71,1.51,,
75665,231.8878,-64.5315,5.71,1.65,,
77336,236.8222,14.1153,5.71,0.09,,Upsilon Ser
88964,272.3912,3.9933,5.71,0.36,,
90096,275.8007,-12.0148,5.71,0.01,,
90497,276.9949,6.1941,5.71,-0.03,,
90842,277.9843,-43.5074,5.71,1.32,,
92294,282.1579,-65.0777,5.71,0.27,,Theta Pav
95557,291.546,-15.0533,5.71,0.01,,
96258,293.5825,51.2366,5.71,0.47,,
98085,299.0053,16.6348,5.71,0.9,,
100221,304.903,62.2575,5.71,-0.04,,
